图片路径,子图,子图类型,子图数量
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/40/images/fig_7.jpg,a,multiple scatter plot,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/40/images/fig_6.jpg,a,heatmap,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/40/images/fig_6.jpg,b,heatmap,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/40/images/fig_6.jpg,c,multi spectra chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/40/images/fig_6.jpg,d,scatter plot,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/40/images/fig4.jpg,a,stacked spectra chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/40/images/fig4.jpg,b,stacked spectra chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/40/images/fig4.jpg,c,stacked spectra chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/40/images/fig4.jpg,d,stacked spectra chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/40/images/fig5.jpg,a,multiple scatter plot,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/40/images/fig5.jpg,b,multiple scatter plot,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/40/images/fig_3.jpg,a,scatter plot,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/40/images/fig_3.jpg,b,scatter plot,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/40/images/fig_3.jpg,c,scatter plot,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/40/images/fig_2.jpg,a,multiple scatter plot,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/40/images/fig_2.jpg,b,multiple scatter plot,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_2.jpg,a,conceptual diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_5.jpg,a,conceptual diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_9.jpg,a,multi spectra chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_9.jpg,b,multi spectra chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_10.jpg,a,multiple scatter plot,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_11.jpg,a,multiple scatter plot,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_8.jpg,a,multi spectra chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_4.jpg,a,conceptual diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_7.jpg,a,spectra chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_7.jpg,b,spectra chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_7.jpg,c,multi spectra chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_7.jpg,d,multi spectra chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_12.jpg,a,multi spectra chart,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_12.jpg,b,multi spectra chart,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_12.jpg,c,multi spectra chart,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/ed4c292f633e74087a929d148bb49e4ae40cf8161b32264c5c29870d55832259.jpg,a,conceptual diagram,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/ed4c292f633e74087a929d148bb49e4ae40cf8161b32264c5c29870d55832259.jpg,b,conceptual diagram,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/ed4c292f633e74087a929d148bb49e4ae40cf8161b32264c5c29870d55832259.jpg,c,conceptual diagram,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/ed4c292f633e74087a929d148bb49e4ae40cf8161b32264c5c29870d55832259.jpg,d,conceptual diagram,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/ed4c292f633e74087a929d148bb49e4ae40cf8161b32264c5c29870d55832259.jpg,e,conceptual diagram,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/ed4c292f633e74087a929d148bb49e4ae40cf8161b32264c5c29870d55832259.jpg,f,conceptual diagram,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/ed4c292f633e74087a929d148bb49e4ae40cf8161b32264c5c29870d55832259.jpg,g,conceptual diagram,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_6.jpg,a,spectra chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_1.jpg,a,conceptual diagram,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_1.jpg,b,conceptual diagram,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_1.jpg,c,conceptual diagram,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_1.jpg,d,conceptual diagram,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_1.jpg,e,conceptual diagram,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_1.jpg,f,conceptual diagram,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/2/images/figure_1.jpg,g,conceptual diagram,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_3.jpg,a,multiple line chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_3.jpg,b,multiple line chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_2.jpg,a,line chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_2.jpg,b,line chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_2.jpg,c,line chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_2.jpg,d,line chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_5.jpg,a,scatter plot,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_10.jpg,a,multi spectra chart,6
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_10.jpg,b,multi spectra chart,6
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_10.jpg,c,multi spectra chart,6
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_10.jpg,d,multi spectra chart,6
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_10.jpg,e,multi spectra chart,6
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_10.jpg,f,multi spectra chart,6
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_11.jpg,a,3d scatter plot,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_11.jpg,b,3d scatter plot,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_11.jpg,c,3d scatter plot,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_8.jpg,a,multiple line chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_8.jpg,b,multiple line chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_8.jpg,c,multiple line chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_8.jpg,d,multiple line chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_4.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_7.jpg,a,apparatus diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_6.jpg,a,line chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_6.jpg,b,line chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/13/images/figure_1.jpg,a,apparatus diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_16.jpg,a,reaction scheme,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_16.jpg,b,reaction scheme,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_3.jpg,a,conceptual diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/6cc4800b80340b5b83ba79735d82f03b51964086ce5164fb3d41a8c84c1f5ecc.jpg,a,reaction scheme,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_2.jpg,a,line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_17.jpg,a,conceptual diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_5.jpg,a,multiple scatter plot,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_5.jpg,b,multiple scatter plot,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_9.jpg,a,reaction scheme,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_9.jpg,b,reaction scheme,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_11.jpg,a,reaction scheme,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_11.jpg,b,reaction scheme,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_11.jpg,c,reaction scheme,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_8.jpg,a,reaction scheme,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_8.jpg,b,reaction scheme,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_4.jpg,a,reaction scheme,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_4.jpg,b,reaction scheme,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_7.jpg,a,conceptual diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_7.jpg,b,conceptual diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_12.jpg,a,multi-axis chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_13.jpg,a,reaction scheme,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_13.jpg,b,reaction scheme,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_13.jpg,c,reaction scheme,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_6.jpg,a,multiple scatter plot,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_14.jpg,a,multiple scatter plot,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_14.jpg,b,scatter plot,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_1.jpg,a,conceptual diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/5a24d10a34dd5e28d6ab429c371bb3dcb7951c6660b1d5b5ea07990118eea01c.jpg,a,reaction scheme,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/5a24d10a34dd5e28d6ab429c371bb3dcb7951c6660b1d5b5ea07990118eea01c.jpg,b,reaction scheme,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/14/images/figure_15.jpg,a,reaction scheme,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/figure_2.jpg,a,line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/figure_5.jpg,a,multiple scatter plot,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/figure_9.jpg,a,bar chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/figure_10.jpg,a,image panel,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/figure_10.jpg,b,image panel,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/figure_10.jpg,c,image panel,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/figure_8.jpg,a,image panel,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/figure_8.jpg,b,image panel,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/figure_8.jpg,c,image panel,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/figure_4.jpg,a,spectra chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/figure_4.jpg,b,spectra chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/e491b4d038fdd578fa1d521ec6367993f5d8e0ca7e5b91f94752170244c6b21d.jpg,a,scatter plot,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/e491b4d038fdd578fa1d521ec6367993f5d8e0ca7e5b91f94752170244c6b21d.jpg,b,scatter plot,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/figure_7.jpg,a,multi spectra chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/figure_7.jpg,b,multi spectra chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/figure_7.jpg,c,multi spectra chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/figure_7.jpg,d,multi spectra chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/45eefa63d31d4d4a499245ab87f9b41a3d738c18e1400bd96272bb6b861253cb.jpg,a,reaction scheme,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/figure_6.jpg,a,spectra chart,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/figure_6.jpg,b,spectra chart,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/figure_6.jpg,c,spectra chart,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/figure_1.jpg,a,line chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/experimental-usecase/22/images/figure_1.jpg,b,line chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/32/images/fig_1.jpg,a,molecular structure diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/32/images/fig_1.jpg,b,molecular structure diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/32/images/fig_5.jpg,a,multiple scatter plot,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/32/images/fig_5.jpg,b,bar chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/32/images/fig_4.jpg,a,molecular structure diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/32/images/fig_4.jpg,b,molecular structure diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/32/images/fig_4.jpg,c,molecular structure diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/32/images/fig_3.jpg,a,image panel,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/32/images/fig_3.jpg,b,line chart,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/32/images/fig_3.jpg,c,molecular structure diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/32/images/fig_2.jpg,a,molecular structure diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/32/images/fig_2.jpg,b,molecular structure diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG1_b.jpg,a,process flow diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG1.jpg,a,process flow diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG6.jpg,a,molecular structure diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG6.jpg,b,molecular structure diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG6.jpg,c,molecular structure diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG6.jpg,d,molecular structure diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG7.jpg,a,molecular structure diagram,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG7.jpg,b,molecular structure diagram,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG7.jpg,c,molecular structure diagram,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG7.jpg,d,molecular structure diagram,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG7.jpg,e,multiple scatter plot,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/435b0c42ea89c8d2de2dcaea88e499aa20a402f2b076777162ac90d4a10d1a1c.jpg,a,molecular structure diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/435b0c42ea89c8d2de2dcaea88e499aa20a402f2b076777162ac90d4a10d1a1c.jpg,b,scatter plot,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG4.jpg,a,scatter plot,1
